City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
279,hithadhoo,-0.6,73.0833,83.08,77,97,13.91,MV,1731785643
280,saint john,45.2727,-66.0677,45.63,93,100,9.22,CA,1731785644
281,tutoia,-2.7619,-42.2744,81.12,78,14,14.07,BR,1731785645
282,awjilah,29.1081,21.2869,65.62,73,3,9.89,LY,1731785648
283,lompoc,34.6391,-120.4579,64.53,38,0,16.11,US,1731785415
284,puerto ayora,-0.7393,-90.3518,73.92,67,26,11.54,EC,1731785650
285,nikolayevsk-on-amure,53.1406,140.73,15.31,99,89,3.89,RU,1731785652
286,dabai,11.4765,5.2063,73.71,17,5,7.49,NG,1731785653
287,muli,2.9167,73.5667,82.44,71,16,2.95,MV,1731785654
288,kodiak,57.79,-152.4072,29.71,59,0,21.85,US,1731785655
289,souillac,-20.5167,57.5167,77.38,78,75,10.36,MU,1731785657
290,anjiang,27.3194,110.1031,63.73,80,89,5.86,CN,1731785658
291,tarazona de la mancha,39.2123,-1.9491,51.96,87,33,7.58,ES,1731785659
292,lohr am main,49.9936,9.5783,40.41,84,61,3.38,DE,1731785661
293,lethem,3.3803,-59.7968,86.85,54,100,4.83,GY,1731785662
294,new plymouth,-39.0667,174.0833,49.32,100,36,15.52,NZ,1731785663
295,pangkalanbuun,-2.6833,111.6167,73.99,100,100,1.66,ID,1731785664
296,jiwani,25.05,61.7417,80.1,65,0,7.9,PK,1731785666
297,karratha,-20.7377,116.8463,81.07,50,0,6.87,AU,1731785667
298,sinan,34.8262,126.1086,56.88,72,100,32.35,KR,1731785668
299,harstad,68.799,16.5293,34.16,97,100,14.0,NO,1731785671
300,bathsheba,13.2167,-59.5167,86.61,74,40,14.97,BB,1731785672
301,wolvega,52.8755,5.9969,49.98,61,100,9.01,NL,1731785673
302,iskateley,67.6803,53.1512,11.75,99,87,5.32,RU,1731785675
303,barcelos,41.5388,-8.6151,58.37,77,16,6.4,PT,1731785676
304,eatonton,33.3268,-83.3885,69.39,62,0,3.74,US,1731785679
305,acapulco de juarez,16.8634,-99.8901,84.02,74,75,11.5,MX,1731785655
306,port macquarie,-31.4333,152.9167,69.08,88,0,1.99,AU,1731785681
307,luanda,-8.8368,13.2343,80.6,78,40,11.5,AO,1731785682
308,visakhapatnam,17.69,83.2093,75.09,83,40,2.3,IN,1731785684
309,jose maria morelos,30.8066,-112.684,65.44,28,12,7.72,MX,1731785685
310,tsarevo,42.1667,27.85,48.11,68,99,10.22,BG,1731785686
311,cedar city,37.6775,-113.0619,36.39,79,100,5.75,US,1731785689
312,cayeli,41.0923,40.7292,50.49,87,100,2.01,TR,1731785690
313,gizo,-8.103,156.8419,82.18,78,95,8.43,SB,1731785691
314,south park township,40.2986,-79.994,50.92,68,100,8.05,US,1731785693
315,chinde,26.8212,87.7095,63.25,79,0,4.74,NP,1731785695
316,weno,7.4515,151.8468,82.35,78,40,5.75,FM,1731785697
317,chibougamau,49.9168,-74.3659,40.62,42,0,12.66,CA,1731785698
318,funafuti,-8.5243,179.1942,82.4,83,75,0.0,TV,1731785699
319,noumea,-22.2763,166.4572,80.02,99,100,10.4,NC,1731785700
320,vilyuysk,63.7553,121.6247,-20.25,100,98,2.98,RU,1731785702
321,nikol'sk,53.7189,46.0712,31.35,86,100,13.69,RU,1731785704
322,dalandzadgad,43.5708,104.425,26.13,24,0,2.08,MN,1731785706
323,sumbe,-11.2061,13.8437,77.29,90,32,6.35,AO,1731785707
324,choele choel,-39.2667,-65.6833,75.13,11,100,6.55,AR,1731785708
325,yichang,30.7144,111.2847,57.65,77,100,1.07,CN,1731785710
326,canete,-37.8,-73.4,57.49,58,0,11.54,CL,1731785711
327,pakokku,21.3333,95.1,70.56,79,2,1.88,MM,1731785712
328,sanctuary point,-35.1114,150.629,67.35,84,93,11.86,AU,1731785713
329,isangel,-19.55,169.2667,78.4,78,27,4.74,VU,1731785715
330,meadow lakes,61.6247,-149.6011,24.67,94,100,0.0,US,1731785716
331,sibut,5.718,19.0739,76.3,61,99,2.66,CF,1731785717
332,port saint john's,-31.6229,29.5448,70.63,88,88,16.44,ZA,1731785720
333,sant'antioco,39.0664,8.4522,57.25,63,10,4.27,IT,1731785721
334,seeb,23.6703,58.1891,80.69,74,0,3.44,OM,1731785722
335,rio grande,-32.035,-52.0986,76.8,76,0,16.26,BR,1731785724
336,san luis,-33.295,-66.3356,75.74,34,93,21.32,AR,1731785725
337,fale old settlement,-9.3852,-171.2468,81.55,73,57,6.6,TK,1731785726
338,ataq,14.5377,46.8319,69.42,40,8,2.28,YE,1731785728
339,vandalia,39.8906,-84.1988,51.84,73,100,8.05,US,1731785729
340,villamontes,-21.25,-63.5,98.73,22,91,15.08,BO,1731785730
341,calvinia,-31.4707,19.776,68.67,33,0,5.06,ZA,1731785732
342,gorshechnoye,51.5244,38.0365,32.67,92,9,12.01,RU,1731785733
343,bambari,5.768,20.6757,75.25,73,100,3.4,CF,1731785734
344,manismata,-2.4667,111.0333,74.91,98,100,2.15,ID,1731785736
345,tromso,69.6496,18.957,37.42,75,75,17.27,NO,1731785737
346,barano d'ischia,40.718,13.9309,57.7,56,0,6.89,IT,1731785738
347,port alfred,-33.5906,26.891,62.19,93,14,6.13,ZA,1731785739
348,flin flon,54.7682,-101.865,30.04,93,100,2.3,CA,1731785741
349,filingue,14.3521,3.3168,80.73,11,0,10.76,NE,1731785742
350,fada,7.25,4.0667,74.14,80,65,1.16,NG,1731785743
351,ketchikan,55.3422,-131.6461,45.07,81,40,12.66,US,1731785744
352,nuuk,64.1835,-51.7216,30.81,100,75,2.3,GL,1731785746
353,mumbwa,-14.9783,27.0619,69.26,77,75,5.23,ZM,1731785747
354,gunjur,13.2019,-16.7339,80.67,65,100,4.61,GM,1731785748
355,tuba city,36.135,-111.2399,43.21,39,21,0.51,US,1731785750
356,queenstown,-31.8976,26.8753,62.13,84,66,6.06,ZA,1731785751
357,ambodifotatra,-16.9833,49.85,78.49,79,18,9.37,MG,1731785752
358,amlame,7.4667,0.9,78.12,40,7,1.21,TG,1731785754
359,nuku'alofa,-21.1333,-175.2,75.54,94,20,5.75,TO,1731785755
360,iranshahr,27.2025,60.6848,71.94,37,0,4.61,IR,1731785756
361,pindushi,62.9152,34.58,42.01,70,100,15.64,RU,1731785758
362,aleksandrov gay,50.147,48.5704,37.09,98,100,6.76,RU,1731785759
363,bambanglipuro,-7.95,110.2833,77.43,90,100,3.74,ID,1731785760
364,hereford,52.0568,-2.7148,48.99,87,100,9.35,GB,1731785763
365,kiunga,-6.1219,141.2906,74.35,99,73,0.85,PG,1731785764
366,nishinoomote,30.7333,131.0,72.46,82,24,6.96,JP,1731785765
367,gazojak,41.1875,61.4036,45.48,64,100,8.23,TM,1731785767
368,bontang,0.1333,117.5,79.3,87,92,6.98,ID,1731785768
369,tadine,-21.55,167.8833,75.13,84,100,7.92,NC,1731785769
370,gwadar,25.1216,62.3254,79.2,69,0,10.56,PK,1731785771
371,errachidia,31.9275,-4.4285,66.25,30,40,3.44,MA,1731785772
372,kristiansund,63.1115,7.732,44.13,56,75,27.63,NO,1731785773
373,bull savanna,17.8868,-77.5902,78.31,79,100,6.15,JM,1731785774
374,parabel',58.6978,81.4825,23.07,90,100,12.82,RU,1731785776
375,kalix,65.853,23.1565,34.3,65,12,14.81,SE,1731785777
376,merritt island,28.5392,-80.672,79.0,65,40,10.36,US,1731785778
377,udachny,66.4167,112.4,-14.46,91,100,6.64,RU,1731785779
378,island harbour,50.724,-1.2758,52.02,70,100,3.0,GB,1731785781
379,tolanaro,-25.0319,46.9987,78.87,78,20,24.16,MG,1731785782
380,tulum,20.2167,-87.4667,80.02,87,100,8.08,MX,1731785783
381,geraldton,-28.7667,114.6,55.81,71,0,16.55,AU,1731785785
382,lupiro,-8.3833,36.6667,79.12,54,40,1.77,TZ,1731785786
383,saipan,15.1355,145.701,83.1,85,40,10.36,MP,1731785787
384,rawson,-43.3002,-65.1023,71.89,15,0,14.97,AR,1731785788
385,corinto,37.9407,22.9573,54.9,74,94,5.57,GR,1731785790
386,santiago de cao,-7.9589,-79.2392,69.93,73,0,10.36,PE,1731785791
387,makhambet,47.6667,51.5833,41.02,56,100,5.93,KZ,1731785792
388,juneau,58.3019,-134.4197,41.0,95,75,11.5,US,1731785793
389,piti village,13.4626,144.6933,82.45,91,100,8.05,GU,1731785795
390,zhanaozen,43.3,52.8,43.97,56,100,7.78,KZ,1731785796
391,keflavik,64.0049,-22.5624,30.63,64,40,21.85,IS,1731785797
392,kolonia,50.9333,6.95,46.13,79,84,6.73,DE,1731785799
393,sao gabriel da cachoeira,-0.1303,-67.0892,80.4,83,20,4.61,BR,1731785800
394,myaydo,19.3667,95.2167,68.59,87,8,4.23,MM,1731785803
395,howrah,22.5892,88.3103,69.8,78,1,0.0,IN,1731785804
396,lebu,-37.6167,-73.65,56.61,65,1,18.99,CL,1731785805
397,adrar,20.5022,-10.0711,82.33,23,100,4.83,MR,1731785806
398,owen sound,44.5672,-80.9435,49.32,77,3,3.0,CA,1731785808
399,zhengjiatun,43.5064,123.5064,24.42,37,0,6.35,CN,1731785809
400,heihe,50.2441,127.4902,9.18,77,100,11.25,CN,1731785810
401,mount isa,-20.7333,139.5,69.57,73,100,0.0,AU,1731785812
402,nadym,65.5333,72.5167,25.36,94,100,17.56,RU,1731785813
403,lerma,42.0261,-3.7598,53.28,66,100,4.94,ES,1731785814
404,nichinan,31.6,131.3667,67.03,94,17,7.16,JP,1731785815
405,erenhot,43.6475,111.9767,26.22,29,2,8.12,CN,1731785817
406,mongo,12.1844,18.693,79.68,19,82,5.37,TD,1731785818
407,"laikit, laikit ii (dimembe)",1.4792,124.9735,74.25,94,20,2.3,ID,1731785819
408,lazaro cardenas,17.9583,-102.2,84.45,68,34,11.48,MX,1731785820
409,murun-kuren,49.6342,100.1625,11.91,70,11,2.64,MN,1731785822
410,ibague,4.4389,-75.2322,69.71,88,75,4.61,CO,1731785823
411,sanming,26.2486,117.6186,68.83,95,86,1.77,CN,1731785824
412,moldova noua,44.7375,21.6669,34.03,83,9,3.98,RO,1731785826
413,victoria,22.2855,114.1577,76.32,94,100,5.01,HK,1731785827
414,binh long,11.6512,106.6071,72.52,93,91,1.5,VN,1731785828
415,sisimiut,66.9395,-53.6735,18.99,70,100,6.24,GL,1731785830
416,carutapera,-1.195,-46.02,82.58,72,27,11.34,BR,1731785831
417,namdrik,5.5994,168.1028,82.71,75,10,9.62,MH,1731785832
418,tommot,58.9564,126.2925,-8.97,100,100,2.26,RU,1731785834
419,chany,55.3121,76.7647,23.92,89,100,13.87,RU,1731785835
420,aykhal,66.0,111.5,-13.27,94,100,10.25,RU,1731785836
421,eureka,40.8021,-124.1637,51.21,78,100,0.45,US,1731785539
422,ploneour-lanvern,47.9,-4.2833,48.52,81,100,6.91,FR,1731785839
423,troitskiy,57.0603,63.7481,28.22,89,68,12.48,RU,1731785840
424,salahonda,2.1019,-78.7217,77.81,76,50,11.99,CO,1731785841
425,pierre,44.3683,-100.351,54.52,47,0,23.0,US,1731785766
426,valparaiso,-33.0393,-71.6273,67.46,57,100,11.5,CL,1731785844
427,mariental,-24.6333,17.9667,82.71,17,3,7.56,NA,1731785845
428,perry,37.2506,-83.1999,58.23,51,0,4.16,US,1731785847
429,al ghayzah,16.2079,52.176,78.26,72,10,2.33,YE,1731785848
430,kegeyli shahar,42.7767,59.6078,42.64,58,100,7.65,UZ,1731785849
431,coevorden,52.661,6.7405,46.09,92,100,17.94,NL,1731785851
432,bath,51.3779,-2.3591,51.85,93,100,9.35,GB,1731785852
433,tofol,5.3248,163.0078,82.54,73,9,8.55,FM,1731785853
434,namsos,64.4662,11.4957,33.71,93,100,1.14,NO,1731785854
435,lospalos,-8.5186,127.0025,72.82,95,86,0.87,TL,1731785856
436,nova sintra,14.8667,-24.7167,76.57,72,17,15.75,CV,1731785857
437,alotau,-10.3069,150.4462,76.75,93,59,3.69,PG,1731785859
438,lorengau,-2.0226,147.2712,83.23,74,79,11.03,PG,1731785860
439,auki,-8.7676,160.7034,79.09,84,64,3.27,SB,1731785862
440,coahuayana de hidalgo,18.7,-103.6583,88.61,55,47,6.87,MX,1731785863
441,da nang,16.0678,108.2208,75.18,94,20,0.0,VN,1731785864
442,walvis bay,-22.9575,14.5053,63.55,77,61,5.75,NA,1731785866
443,kailua-kona,19.6406,-155.9956,82.36,70,0,0.0,US,1731785867
444,vila velha,-20.3297,-40.2925,80.55,80,75,11.5,BR,1731785870
445,bardai,11.65,7.2333,69.87,17,12,8.84,NG,1731785871
446,usogorsk,63.4106,48.6872,33.89,99,100,6.02,RU,1731785872
447,basco,20.4487,121.9702,79.93,86,26,8.05,PH,1731785874
448,dunedin,-45.8742,170.5036,47.89,63,96,2.86,NZ,1731785875
449,haiku-pauwela,20.9219,-156.3051,79.25,69,0,25.01,US,1731785876
450,duong dong,10.2167,103.9667,80.6,89,20,2.3,VN,1731785877
451,canutama,-6.5339,-64.3831,89.2,50,73,5.88,BR,1731785879
452,kalmunai,7.4167,81.8167,79.16,82,40,2.04,LK,1731785880
453,shizunai-furukawacho,42.3339,142.3669,60.24,82,100,23.24,JP,1731785881
454,baruun-urt,46.6806,113.2792,15.85,37,8,9.57,MN,1731785882
455,jaffna,9.6685,80.0074,79.7,85,15,9.22,LK,1731785884
456,alice town,25.7167,-79.3,75.56,58,9,11.39,BS,1731785885
457,zaozersk,69.4005,32.4476,32.52,81,100,14.76,RU,1731785886
458,pyt-yakh,60.7499,72.8582,27.14,95,100,11.79,RU,1731785888
459,tsiombe,-25.3,45.4833,79.81,68,100,0.72,MG,1731785889
460,kapa'a,22.0752,-159.319,79.12,87,40,13.8,US,1731785890
461,ingeniero jacobacci,-41.3427,-69.5448,63.36,11,0,5.82,AR,1731785891
462,dunay,42.8803,132.3375,32.79,55,0,34.9,RU,1731785893
463,ponta delgada,37.7333,-25.6667,65.19,82,40,11.5,PT,1731785894
464,alofi,-19.0595,-169.9187,76.89,73,75,18.41,NU,1731785895
465,melekeok village,7.4957,134.6367,82.78,80,4,13.94,PW,1731785897
466,jiangzi,28.95,89.6333,22.95,66,1,7.09,CN,1731785898
467,ta`u,-14.2336,-169.5144,79.7,81,99,21.83,AS,1731785899
468,puli,23.9664,120.9695,68.79,83,7,4.14,TW,1731785900
469,rey bouba,8.6724,14.1786,76.33,25,100,0.63,CM,1731785902
470,kotido,2.9806,34.1331,75.18,52,99,7.25,UG,1731785903
471,ust-nera,64.5667,143.2,-10.52,99,100,2.21,RU,1731785904
472,bandon,51.7469,-8.7425,47.79,87,100,5.03,IE,1731785905
473,namibe,-15.1961,12.1522,74.79,80,100,5.48,AO,1731785907
474,ulanhot,46.0833,122.0833,19.06,35,0,9.44,CN,1731785908
475,tianfu,37.1936,122.0511,46.24,48,100,14.88,CN,1731785911
476,yuzhno-kurilsk,44.0306,145.8556,51.49,86,100,24.07,RU,1731785912
477,ebon,4.582,168.6964,83.62,72,75,9.89,MH,1731785913
478,ghat,24.9647,10.1728,67.71,21,8,3.31,LY,1731785914
479,hammerfest,70.6634,23.6821,39.65,81,75,19.57,NO,1731785916
480,peruibe,-24.32,-46.9983,75.2,92,80,4.07,BR,1731785918
481,antofagasta,-23.65,-70.4,67.28,77,20,9.53,CL,1731785920
482,kanggye,40.9695,126.5852,30.78,71,100,3.36,KP,1731785921
483,bam,29.106,58.357,61.86,39,0,2.73,IR,1731785922
484,beroroha,-21.6667,45.1667,77.04,73,82,5.55,MG,1731785923
485,wamba,8.9333,8.6,76.46,22,99,4.47,NG,1731785926
486,terbanggi besar,-4.8667,105.2333,77.22,89,66,2.3,ID,1731785927
487,igarka,67.4667,86.5833,5.76,95,100,19.98,RU,1731785929
488,el nido,11.1858,119.3956,80.15,92,100,6.89,PH,1731785930
489,nikel,69.4128,30.222,33.4,84,100,18.23,RU,1731785931
490,chernyshkovskiy,48.4219,42.2308,30.94,75,7,7.11,RU,1731785933
491,rocky mountain house,52.3668,-114.9188,26.71,93,63,3.44,CA,1731785934
492,portage la prairie,49.9728,-98.2926,41.9,68,100,7.56,CA,1731785935
493,bhamo,24.2667,97.2333,61.7,70,0,1.66,MM,1731785936
494,selfoss,63.9331,-20.9971,26.04,61,5,10.78,IS,1731785938
495,battagram,34.6772,73.0233,50.99,52,8,5.82,PK,1731785939
496,suva,-18.1416,178.4415,72.88,94,75,5.75,FJ,1731785940
497,new norfolk,-42.7826,147.0587,63.91,81,100,0.96,AU,1731785942
498,puerto deseado,-47.7503,-65.8938,49.3,53,51,23.91,AR,1731785943
499,wynyard,-41.0,145.7167,63.19,88,100,21.99,AU,1731785944
500,pleasant prairie,42.5531,-87.9334,53.91,63,100,17.27,US,1731785945
501,margate,51.3813,1.3862,50.88,84,100,15.39,GB,1731785947
502,copala,16.65,-98.9833,83.77,71,60,10.22,MX,1731785949
503,boguchany,58.3814,97.4531,17.31,96,100,4.36,RU,1731785951
504,ust'-uda,54.1742,103.0304,13.71,98,96,1.97,RU,1731785952
505,luderitz,-26.6481,15.1594,64.65,66,0,15.46,NA,1731785953
506,viqueque,-8.8673,126.3658,77.16,86,68,2.71,TL,1731785955
507,novyy urengoy,66.0833,76.6333,24.85,95,100,14.43,RU,1731785956
508,vilcun,-38.65,-72.2333,63.95,34,5,7.65,CL,1731785957
509,touros,-5.1989,-35.4608,79.65,73,59,15.08,BR,1731785959
510,ujae,8.9322,165.7642,82.02,77,31,11.03,MH,1731785960
511,saint-pierre,-21.3393,55.4781,76.68,73,75,12.66,RE,1731785961
512,limon,10.0,-83.0333,84.09,84,40,6.91,CR,1731785963
513,la gi,10.6667,107.7833,75.02,89,28,10.13,VN,1731785964
514,velyka bahachka,49.7912,33.7226,35.73,91,15,7.4,UA,1731785965
515,palikir - national government center,6.9248,158.1611,72.34,100,20,4.61,FM,1731785966
516,gemena,3.25,19.7667,71.29,97,100,4.07,CD,1731785968
517,bac lieu,9.285,105.7244,77.86,81,98,10.36,VN,1731785969
518,al bardiyah,31.7561,25.0865,64.8,69,1,11.03,LY,1731785970
519,kapuskasing,49.4169,-82.4331,37.49,93,100,5.75,CA,1731785971
520,pokaran,26.9167,71.9167,72.3,30,0,10.16,IN,1731785974
521,huarmey,-10.0681,-78.1522,71.44,72,96,8.84,PE,1731785975
522,brookings,44.3114,-96.7984,57.06,61,0,20.71,US,1731785964
523,pechora,65.1472,57.2244,24.22,96,100,7.83,RU,1731785978
524,yashkul',46.1711,45.3435,37.02,74,11,14.16,RU,1731785979
525,nizhneangarsk,55.7833,109.55,-1.05,75,7,5.79,RU,1731785981
526,loanda,-8.8368,13.2343,80.6,78,40,11.5,AO,1731785982
527,lons-le-saunier,46.75,5.75,37.09,94,75,4.27,FR,1731785983
528,autazes,-3.5797,-59.1306,75.58,94,100,0.89,BR,1731785984
529,levuka,50.1834,-105.4011,26.31,61,100,10.78,CA,1731785986
530,opuwo,-18.0607,13.84,75.24,57,99,15.14,NA,1731785987
531,northam,51.0333,-4.2167,48.61,95,100,13.13,GB,1731785988
532,chapaev,50.2,51.1667,39.06,93,100,10.78,KZ,1731785989
533,leava,-14.3,-178.1667,81.0,78,100,17.85,WF,1731785991
534,plettenberg bay,-34.0527,23.3716,59.97,88,1,4.38,ZA,1731785992
535,port shepstone,-30.7414,30.455,72.05,83,6,15.1,ZA,1731785993
536,porto novo,6.4965,2.6036,84.02,82,53,6.85,BJ,1731785995
537,maintirano,-18.0667,44.0167,80.15,81,64,8.1,MG,1731785996
538,carboneras,37.0015,-1.9213,63.93,83,34,12.35,ES,1731785997
539,pokachi,61.7198,75.3683,26.55,95,100,14.97,RU,1731785998
540,grootfontein,-19.5667,18.1167,74.77,35,30,3.44,NA,1731786001
541,berbera,10.4396,45.0143,81.54,66,7,4.9,SO,1731786002
542,fort mcmurray,56.7268,-111.381,36.99,69,100,11.5,CA,1731785755
543,mogocha,53.7333,119.7667,-7.6,98,84,3.47,RU,1731786005
544,saint-mandrier-sur-mer,43.078,5.929,60.66,82,0,6.91,FR,1731786008
545,kununurra,-15.7667,128.7333,78.78,83,100,5.75,AU,1731785771
546,pacific grove,36.6177,-121.9166,58.68,64,11,3.0,US,1731786010
547,sitka,57.0531,-135.33,42.69,81,100,11.5,US,1731786011
548,quellon,-43.1167,-73.6167,53.38,58,32,14.36,CL,1731786013
549,oranjemund,-28.55,16.4333,58.87,94,22,9.51,NA,1731786014
550,pestravka,52.405,49.9583,33.67,96,100,5.97,RU,1731786015
551,tshabong,-26.05,22.45,80.44,29,92,16.96,BW,1731786016
552,hobyo,5.3505,48.5268,80.47,82,99,15.08,SO,1731786018
553,fisterra,42.9049,-9.2629,62.04,78,97,10.6,ES,1731786019
554,tanakpur,29.0833,80.1167,61.23,69,0,5.95,IN,1731786020
555,altai,46.3722,96.2583,15.93,40,0,1.79,MN,1731786022
556,westonaria,-26.3191,27.6486,67.26,47,91,5.77,ZA,1731786023
557,enshi,30.3,109.4833,59.61,94,100,7.58,CN,1731786024
